linenum,price,livingArea,lat,lng,county,city,neighborhood,flatBuildingtype,flatFloorCount,numberOfRooms,bathrooms with toilet,toilets,buildingFloorPosition,url
474,199.000 €,88,45.5541566420352,18.680627253279344,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Jednoetažni,5+ sobni,2,,5.,https://www.njuskalo.hr/nekretnine/stan-osijek-88.00-m2-radiceva-ulica-oglas-41391016
475,205.000 €,95,45.561753231955,18.6720619202,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Jednoetažni,3-sobni,2,,3.,https://www.njuskalo.hr/nekretnine/centar-3-soban-luksuzan-stan-osijek-95.07-m2-oglas-39608026
476,95.000 €,54,45.56117548554,18.642381114071,Osječko-baranjska,Osijek,Retfala,U stambenoj zgradi,Jednoetažni,2-sobni,1,,Prizemlje,https://www.njuskalo.hr/nekretnine/prodaja-stan-osijek-vij-j-kozarca-54.24-m2-oglas-41556504
477,199.000 €,94,45.559834514614,18.673597186791163,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Jednoetažni,4-sobni,1,1,1.,https://www.njuskalo.hr/nekretnine/stan-osijek-4-sobni-94.86-m2-novogradnja-siri-centar-oglas-41184695
478,195.000 €,92,45.558063322851915,18.67137494147199,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Jednoetažni,4-sobni,1,1,2.,https://www.njuskalo.hr/nekretnine/stan-osijek-4-sobni-92.86-m2-novogradnja-siri-centar-prodaja-oglas-41184740
479,101.100 €,49,45.54392883186167,18.72088262047302,Osječko-baranjska,Osijek,Jug II,U stambenoj zgradi,Jednoetažni,2-sobni,1,,Visoko prizemlje,https://www.njuskalo.hr/nekretnine/dvosobni-stan-49.21m2-prizemlje-medulinska-ulica-osijek-oglas-41469308
480,226.630 €,90,45.561170782297566,18.671758712812775,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Jednoetažni,4-sobni,1,1,1.,https://www.njuskalo.hr/nekretnine/stan-hebrangovoj-ulici-osijeku-90.65m2-novogradnja-oglas-41404783
481,403.000 €,138,45.561170782298,18.671758712813,Osječko-baranjska,Osijek,Gornji grad / Centar,U stambenoj zgradi,Jednoetažni,5+ sobni,2,,2.,https://www.njuskalo.hr/nekretnine/stan-hebrangovoj-ulici-138.85m2-osijek-novogradnja-oglas-41404633
482,338.550 €,183,45.310196747074826,18.4097186748088,Osječko-baranjska,Đakovo,Đakovo,U stambenoj zgradi,Jednoetažni,5+ sobni,2,,1.,https://www.njuskalo.hr/nekretnine/stan-dakovo-183.13-m2-oglas-41391984
483,52.000 €,34,45.549976090667265,18.688930785834454,Osječko-baranjska,Osijek,Bosutsko naselje,U stambenoj zgradi,Jednoetažni,1-sobni,1,,Prizemlje,https://www.njuskalo.hr/nekretnine/jednosobni-stan-bosutsko-naselje-oglas-40620453
